openrouter_id,display_name,is_active,description,context_length,input_price_usd_million,output_price_usd_million,is_multimodal,cost_band,is_free,supports_reasoning,supports_pdf,current_elo_score,created_at,updated_at,matched_lmsys_model,matched_elo_score,match_confidence,match_reasoning,lmsys_rank,lmsys_organization,has_elo_match
qwen/qwen-2.5-coder-32b-instruct,Qwen2.5 Coder 32B Instruct,YES,"Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen). Qwen2.5-Coder brings the following improvements upon CodeQwen1.5:

- Significantly improvements in **code generation**, **code reasoning** and **code fixing**. 
- A more comprehensive foundation for real-world applications such as **Code Agents**. Not only enhancing coding capabilities but also maintaining its strengths in mathematics and general competencies.

To read more about its evaluation results, check out [Qwen 2.5 Coder's blog](https://qwenlm.github.io/blog/qwen2.5-coder-family/).",32768,0.12,0.3,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:45.829863,,,,No confident match found,,,NO
qwen/qwen-2.5-coder-32b-instruct:free,Qwen2.5 Coder 32B Instruct (free),YES,"Qwen2.5-Coder is the latest series of Code-Specific Qwen large language models (formerly known as CodeQwen). Qwen2.5-Coder brings the following improvements upon CodeQwen1.5:

- Significantly improvements in **code generation**, **code reasoning** and **code fixing**. 
- A more comprehensive foundation for real-world applications such as **Code Agents**. Not only enhancing coding capabilities but also maintaining its strengths in mathematics and general competencies.

To read more about its evaluation results, check out [Qwen 2.5 Coder's blog](https://qwenlm.github.io/blog/qwen2.5-coder-family/).",32768,,,NO,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:45.629847,,,,No confident match found,,,NO
qwen/qwen-2.5-vl-7b-instruct,Qwen: Qwen2.5-VL 7B Instruct,YES,"Qwen2.5 VL 7B is a multimodal LLM from the Qwen Team with the following key enhancements:

- SoTA understanding of images of various resolution & ratio: Qwen2.5-VL achieves state-of-the-art performance on visual understanding benchmarks, including MathVista, DocVQA, RealWorldQA, MTVQA, etc.

- Understanding videos of 20min+: Qwen2.5-VL can understand videos over 20 minutes for high-quality video-based question answering, dialog, content creation, etc.

- Agent that can operate your mobiles, robots, etc.: with the abilities of complex reasoning and decision making, Qwen2.5-VL can be integrated with devices like mobile phones, robots, etc., for automatic operation based on visual environment and text instructions.

- Multilingual Support: to serve global users, besides English and Chinese, Qwen2.5-VL now supports the understanding of texts in different languages inside images, including most European languages, Japanese, Korean, Arabic, Vietnamese, etc.

For more details, see this [blog post](https://qwenlm.github.io/blog/qwen2-vl/) and [GitHub repo](https://github.com/QwenLM/Qwen2-VL).

Usage of this model is subject to [Tongyi Qianwen LICENSE AGREEMENT](https://huggingface.co/Qwen/Qwen1.5-110B-Chat/blob/main/LICENSE).",32768,0.39999999999999997,0.39999999999999997,YES,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:56.729830,,,,No confident match found,,,NO
qwen/qwen-2.5-vl-7b-instruct:free,Qwen: Qwen2.5-VL 7B Instruct (free),YES,"Qwen2.5 VL 7B is a multimodal LLM from the Qwen Team with the following key enhancements:

- SoTA understanding of images of various resolution & ratio: Qwen2.5-VL achieves state-of-the-art performance on visual understanding benchmarks, including MathVista, DocVQA, RealWorldQA, MTVQA, etc.

- Understanding videos of 20min+: Qwen2.5-VL can understand videos over 20 minutes for high-quality video-based question answering, dialog, content creation, etc.

- Agent that can operate your mobiles, robots, etc.: with the abilities of complex reasoning and decision making, Qwen2.5-VL can be integrated with devices like mobile phones, robots, etc., for automatic operation based on visual environment and text instructions.

- Multilingual Support: to serve global users, besides English and Chinese, Qwen2.5-VL now supports the understanding of texts in different languages inside images, including most European languages, Japanese, Korean, Arabic, Vietnamese, etc.

For more details, see this [blog post](https://qwenlm.github.io/blog/qwen2-vl/) and [GitHub repo](https://github.com/QwenLM/Qwen2-VL).

Usage of this model is subject to [Tongyi Qianwen LICENSE AGREEMENT](https://huggingface.co/Qwen/Qwen1.5-110B-Chat/blob/main/LICENSE).",32768,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:56.529823,,,,No confident match found,,,NO
qwen/qwen-max,Qwen: Qwen-Max ,YES,"Qwen-Max, based on Qwen2.5, provides the best inference performance among [Qwen models](/qwen), especially for complex multi-step tasks. It's a large-scale MoE model that has been pretrained on over 20 trillion tokens and further post-trained with curated Supervised Fine-Tuning (SFT) and Reinforcement Learning from Human Feedback (RLHF) methodologies. The parameter count is unknown.",32768,3.1999999999999997,12.799999999999999,NO,$$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:33.329921,,,,No confident match found,,,NO
qwen/qwen-plus,Qwen: Qwen-Plus,YES,"Qwen-Plus, based on the Qwen2.5 foundation model, is a 131K context model with a balanced performance, speed, and cost combination.",131072,0.7999999999999999,2.4,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:33.130069,,,,No confident match found,,,NO
qwen/qwen-turbo,Qwen: Qwen-Turbo,YES,"Qwen-Turbo, based on Qwen2.5, is a 1M context model that provides fast speed and low cost, suitable for simple tasks.",1000000,0.09999999999999999,0.39999999999999997,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:32.329939,,,,No confident match found,,,NO
qwen/qwen-vl-max,Qwen: Qwen VL Max,YES,"Qwen VL Max is a visual understanding model with 7500 tokens context length. It excels in delivering optimal performance for a broader spectrum of complex tasks.
",7500,1.5999999999999999,6.3999999999999995,YES,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:31.929841,,,,No confident match found,,,NO
qwen/qwen-vl-plus,Qwen: Qwen VL Plus,YES,"Qwen's Enhanced Large Visual Language Model. Significantly upgraded for detailed recognition capabilities and text recognition abilities, supporting ultra-high pixel resolutions up to millions of pixels and extreme aspect ratios for image input. It delivers significant performance across a broad range of visual tasks.
",7500,0.42,1.26,YES,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:30.929815,,,,No confident match found,,,NO
qwen/qwen2.5-coder-7b-instruct,Qwen: Qwen2.5 Coder 7B Instruct,YES,"Qwen2.5-Coder-7B-Instruct is a 7B parameter instruction-tuned language model optimized for code-related tasks such as code generation, reasoning, and bug fixing. Based on the Qwen2.5 architecture, it incorporates enhancements like RoPE, SwiGLU, RMSNorm, and GQA attention with support for up to 128K tokens using YaRN-based extrapolation. It is trained on a large corpus of source code, synthetic data, and text-code grounding, providing robust performance across programming languages and agentic coding workflows.

This model is part of the Qwen2.5-Coder family and offers strong compatibility with tools like vLLM for efficient deployment. Released under the Apache 2.0 license.",32768,0.02,0.06,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:13.429845,,,,No confident match found,,,NO
qwen/qwen2.5-vl-32b-instruct,Qwen: Qwen2.5 VL 32B Instruct,YES,"Qwen2.5-VL-32B is a multimodal vision-language model fine-tuned through reinforcement learning for enhanced mathematical reasoning, structured outputs, and visual problem-solving capabilities. It excels at visual analysis tasks, including object recognition, textual interpretation within images, and precise event localization in extended videos. Qwen2.5-VL-32B demonstrates state-of-the-art performance across multimodal benchmarks such as MMMU, MathVista, and VideoMME, while maintaining strong reasoning and clarity in text-based tasks like MMLU, mathematical problem-solving, and code generation.",128000,1.5999999999999999,1.5999999999999999,YES,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:19.929884,,,,No confident match found,,,NO
qwen/qwen2.5-vl-32b-instruct:free,Qwen: Qwen2.5 VL 32B Instruct (free),YES,"Qwen2.5-VL-32B is a multimodal vision-language model fine-tuned through reinforcement learning for enhanced mathematical reasoning, structured outputs, and visual problem-solving capabilities. It excels at visual analysis tasks, including object recognition, textual interpretation within images, and precise event localization in extended videos. Qwen2.5-VL-32B demonstrates state-of-the-art performance across multimodal benchmarks such as MMMU, MathVista, and VideoMME, while maintaining strong reasoning and clarity in text-based tasks like MMLU, mathematical problem-solving, and code generation.",8192,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:19.729938,,,,No confident match found,,,NO
qwen/qwen2.5-vl-3b-instruct:free,Qwen: Qwen2.5 VL 3B Instruct (free),YES,"Qwen2.5 VL 3B is a multimodal LLM from the Qwen Team with the following key enhancements:

- SoTA understanding of images of various resolution & ratio: Qwen2.5-VL achieves state-of-the-art performance on visual understanding benchmarks, including MathVista, DocVQA, RealWorldQA, MTVQA, etc.

- Agent that can operate your mobiles, robots, etc.: with the abilities of complex reasoning and decision making, Qwen2.5-VL can be integrated with devices like mobile phones, robots, etc., for automatic operation based on visual environment and text instructions.

- Multilingual Support: to serve global users, besides English and Chinese, Qwen2.5-VL now supports the understanding of texts in different languages inside images, including most European languages, Japanese, Korean, Arabic, Vietnamese, etc.

For more details, see this [blog post](https://qwenlm.github.io/blog/qwen2-vl/) and [GitHub repo](https://github.com/QwenLM/Qwen2-VL).

Usage of this model is subject to [Tongyi Qianwen LICENSE AGREEMENT](https://huggingface.co/Qwen/Qwen1.5-110B-Chat/blob/main/LICENSE).",64000,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:19.229917,,,,No confident match found,,,NO
qwen/qwen2.5-vl-72b-instruct,Qwen: Qwen2.5 VL 72B Instruct,YES,"Qwen2.5-VL is proficient in recognizing common objects such as flowers, birds, fish, and insects. It is also highly capable of analyzing texts, charts, icons, graphics, and layouts within images.",32000,0.5,1.5,YES,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:32.829869,,,,No confident match found,,,NO
qwen/qwen2.5-vl-72b-instruct:free,Qwen: Qwen2.5 VL 72B Instruct (free),YES,"Qwen2.5-VL is proficient in recognizing common objects such as flowers, birds, fish, and insects. It is also highly capable of analyzing texts, charts, icons, graphics, and layouts within images.",131072,,,YES,,YES,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:32.529810,,,,No confident match found,,,NO
qwen/qwen3-14b,Qwen: Qwen3 14B,YES,"Qwen3-14B is a dense 14.8B parameter causal language model from the Qwen3 series, designed for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for tasks like math, programming, and logical inference, and a ""non-thinking"" mode for general-purpose conversation. The model is fine-tuned for instruction-following, agent tool use, creative writing, and multilingual tasks across 100+ languages and dialects. It natively handles 32K token contexts and can extend to 131K tokens using YaRN-based scaling.",40960,0.14,0.48,NO,$,NO,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:08.329822,,,,No confident match found,,,NO
qwen/qwen3-14b:free,Qwen: Qwen3 14B (free),YES,"Qwen3-14B is a dense 14.8B parameter causal language model from the Qwen3 series, designed for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for tasks like math, programming, and logical inference, and a ""non-thinking"" mode for general-purpose conversation. The model is fine-tuned for instruction-following, agent tool use, creative writing, and multilingual tasks across 100+ languages and dialects. It natively handles 32K token contexts and can extend to 131K tokens using YaRN-based scaling.",40960,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:07.329798,,,,No confident match found,,,NO
qwen/qwen3-235b-a22b,Qwen: Qwen3 235B A22B,YES,"Qwen3-235B-A22B is a 235B parameter mixture-of-experts (MoE) model developed by Qwen, activating 22B parameters per forward pass. It supports seamless switching between a ""thinking"" mode for complex reasoning, math, and code tasks, and a ""non-thinking"" mode for general conversational efficiency. The model demonstrates strong reasoning ability, multilingual support (100+ languages and dialects), advanced instruction-following, and agent tool-calling capabilities. It natively handles a 32K token context window and extends up to 131K tokens using YaRN-based scaling.",40960,0.28,1.2,NO,$$,NO,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:09.829797,Qwen3-235B-A22B,1337,86.67%,Exact variant match; High string similarity; Same model family,13,Alibaba,YES
qwen/qwen3-235b-a22b:free,Qwen: Qwen3 235B A22B (free),YES,"Qwen3-235B-A22B is a 235B parameter mixture-of-experts (MoE) model developed by Qwen, activating 22B parameters per forward pass. It supports seamless switching between a ""thinking"" mode for complex reasoning, math, and code tasks, and a ""non-thinking"" mode for general conversational efficiency. The model demonstrates strong reasoning ability, multilingual support (100+ languages and dialects), advanced instruction-following, and agent tool-calling capabilities. It natively handles a 32K token context window and extends up to 131K tokens using YaRN-based scaling.",40960,,,NO,,YES,YES,NO,,2025-05-07 23:24:58.064745,2025-05-24 16:59:09.629841,,,,No confident match found,,,NO
qwen/qwen3-30b-a3b,Qwen: Qwen3 30B A3B,YES,"Qwen3, the latest generation in the Qwen large language model series, features both dense and mixture-of-experts (MoE) architectures to excel in reasoning, multilingual support, and advanced agent tasks. Its unique ability to switch seamlessly between a thinking mode for complex reasoning and a non-thinking mode for efficient dialogue ensures versatile, high-quality performance.

Significantly outperforming prior models like QwQ and Qwen2.5, Qwen3 delivers superior mathematics, coding, commonsense reasoning, creative writing, and interactive dialogue capabilities. The Qwen3-30B-A3B variant includes 30.5 billion parameters (3.3 billion activated), 48 layers, 128 experts (8 activated per task), and supports up to 131K token contexts with YaRN, setting a new standard among open-source models.",40960,0.16,0.58,NO,$,NO,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:06.529772,Qwen3-30B-A3B,1286,85.85%,Exact variant match; High string similarity; Same model family,34,Alibaba,YES
qwen/qwen3-30b-a3b:free,Qwen: Qwen3 30B A3B (free),YES,"Qwen3, the latest generation in the Qwen large language model series, features both dense and mixture-of-experts (MoE) architectures to excel in reasoning, multilingual support, and advanced agent tasks. Its unique ability to switch seamlessly between a thinking mode for complex reasoning and a non-thinking mode for efficient dialogue ensures versatile, high-quality performance.

Significantly outperforming prior models like QwQ and Qwen2.5, Qwen3 delivers superior mathematics, coding, commonsense reasoning, creative writing, and interactive dialogue capabilities. The Qwen3-30B-A3B variant includes 30.5 billion parameters (3.3 billion activated), 48 layers, 128 experts (8 activated per task), and supports up to 131K token contexts with YaRN, setting a new standard among open-source models.",40960,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:06.329756,,,,No confident match found,,,NO
qwen/qwen3-32b,Qwen: Qwen3 32B,YES,"Qwen3-32B is a dense 32.8B parameter causal language model from the Qwen3 series, optimized for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for tasks like math, coding, and logical inference, and a ""non-thinking"" mode for faster, general-purpose conversation. The model demonstrates strong performance in instruction-following, agent tool use, creative writing, and multilingual tasks across 100+ languages and dialects. It natively handles 32K token contexts and can extend to 131K tokens using YaRN-based scaling. ",40960,0.19999999999999998,0.6,NO,$,NO,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:09.329815,QwQ-32B,1310,76.27%,Exact variant match; Same model family,21,Alibaba,YES
qwen/qwen3-32b:free,Qwen: Qwen3 32B (free),YES,"Qwen3-32B is a dense 32.8B parameter causal language model from the Qwen3 series, optimized for both complex reasoning and efficient dialogue. It supports seamless switching between a ""thinking"" mode for tasks like math, coding, and logical inference, and a ""non-thinking"" mode for faster, general-purpose conversation. The model demonstrates strong performance in instruction-following, agent tool use, creative writing, and multilingual tasks across 100+ languages and dialects. It natively handles 32K token contexts and can extend to 131K tokens using YaRN-based scaling. ",40960,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:09.029808,,,,No confident match found,,,NO
qwen/qwen3-8b,Qwen: Qwen3 8B,YES,"Qwen3-8B is a dense 8.2B parameter causal language model from the Qwen3 series, designed for both reasoning-heavy tasks and efficient dialogue. It supports seamless switching between ""thinking"" mode for math, coding, and logical inference, and ""non-thinking"" mode for general conversation. The model is fine-tuned for instruction-following, agent integration, creative writing, and multilingual use across 100+ languages and dialects. It natively supports a 32K token context window and can extend to 131K tokens with YaRN scaling.",128000,0.07,0.27599999999999997,NO,$,NO,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:07.075301,,,,No confident match found,,,NO
qwen/qwen3-8b:free,Qwen: Qwen3 8B (free),YES,"Qwen3-8B is a dense 8.2B parameter causal language model from the Qwen3 series, designed for both reasoning-heavy tasks and efficient dialogue. It supports seamless switching between ""thinking"" mode for math, coding, and logical inference, and ""non-thinking"" mode for general conversation. The model is fine-tuned for instruction-following, agent integration, creative writing, and multilingual use across 100+ languages and dialects. It natively supports a 32K token context window and can extend to 131K tokens with YaRN scaling.",40960,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:06.829879,,,,No confident match found,,,NO
qwen/qwq-32b,Qwen: QwQ 32B,YES,"QwQ is the reasoning model of the Qwen series. Compared with conventional instruction-tuned models, QwQ, which is capable of thinking and reasoning, can achieve significantly enhanced performance in downstream tasks, especially hard problems. QwQ-32B is the medium-sized reasoning model, which is capable of achieving competitive performance against state-of-the-art reasoning models, e.g., DeepSeek-R1, o1-mini.",131072,0.3,0.39999999999999997,NO,$,NO,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:26.929786,,,,No confident match found,,,NO
qwen/qwq-32b-preview,Qwen: QwQ 32B Preview,YES,"QwQ-32B-Preview is an experimental research model focused on AI reasoning capabilities developed by the Qwen Team. As a preview release, it demonstrates promising analytical abilities while having several important limitations:

1. **Language Mixing and Code-Switching**: The model may mix languages or switch between them unexpectedly, affecting response clarity.
2. **Recursive Reasoning Loops**: The model may enter circular reasoning patterns, leading to lengthy responses without a conclusive answer.
3. **Safety and Ethical Considerations**: The model requires enhanced safety measures to ensure reliable and secure performance, and users should exercise caution when deploying it.
4. **Performance and Benchmark Limitations**: The model excels in math and coding but has room for improvement in other areas, such as common sense reasoning and nuanced language understanding.

",32768,0.18,0.54,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:43.529807,,,,No confident match found,,,NO
qwen/qwq-32b:free,Qwen: QwQ 32B (free),YES,"QwQ is the reasoning model of the Qwen series. Compared with conventional instruction-tuned models, QwQ, which is capable of thinking and reasoning, can achieve significantly enhanced performance in downstream tasks, especially hard problems. QwQ-32B is the medium-sized reasoning model, which is capable of achieving competitive performance against state-of-the-art reasoning models, e.g., DeepSeek-R1, o1-mini.",40000,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:26.629996,,,,No confident match found,,,NO
raifle/sorcererlm-8x22b,SorcererLM 8x22B,YES,"SorcererLM is an advanced RP and storytelling model, built as a Low-rank 16-bit LoRA fine-tuned on [WizardLM-2 8x22B](/microsoft/wizardlm-2-8x22b).

- Advanced reasoning and emotional intelligence for engaging and immersive interactions
- Vivid writing capabilities enriched with spatial and contextual awareness
- Enhanced narrative depth, promoting creative and dynamic storytelling",16000,9.0,9.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:46.073559,,,,No confident match found,,,NO
rekaai/reka-flash-3:free,Reka: Flash 3 (free),YES,"Reka Flash 3 is a general-purpose, instruction-tuned large language model with 21 billion parameters, developed by Reka. It excels at general chat, coding tasks, instruction-following, and function calling. Featuring a 32K context length and optimized through reinforcement learning (RLOO), it provides competitive performance comparable to proprietary models within a smaller parameter footprint. Ideal for low-latency, local, or on-device deployments, Reka Flash 3 is compact, supports efficient quantization (down to 11GB at 4-bit precision), and employs explicit reasoning tags (""<reasoning>"") to indicate its internal thought process.

Reka Flash 3 is primarily an English model with limited multilingual understanding capabilities. The model weights are released under the Apache 2.0 license.",32768,,,NO,,YES,YES,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:24.329808,Reka-Flash-21B,1144,80.73%,Exact variant match; High string similarity; Same model family,121,Reka AI,YES
sao10k/fimbulvetr-11b-v2,Fimbulvetr 11B v2,YES,"Creative writing model, routed with permission. It's fast, it keeps the conversation going, and it stays in character.

If you submit a raw prompt, you can use Alpaca or Vicuna formats.",4096,1.5999999999999999,2.4,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:11.729905,,,,No confident match found,,,NO
sao10k/l3-euryale-70b,Sao10k: Llama 3 Euryale 70B v2.1,YES,"Euryale 70B v2.1 is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k).

- Better prompt adherence.
- Better anatomy / spatial awareness.
- Adapts much better to unique and custom formatting / reply formats.
- Very creative, lots of unique swipes.
- Is not restrictive during roleplays.",8192,2.96,2.96,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:05.229816,,,,No confident match found,,,NO
sao10k/l3-lunaris-8b,Sao10K: Llama 3 8B Lunaris,YES,"Lunaris 8B is a versatile generalist and roleplaying model based on Llama 3. It's a strategic merge of multiple models, designed to balance creativity with improved logic and general knowledge.

Created by [Sao10k](https://huggingface.co/Sao10k), this model aims to offer an improved experience over Stheno v3.2, with enhanced creativity and logical reasoning.

For best results, use with Llama 3 Instruct context template, temperature 1.4, and min_p 0.1.",8192,0.04,0.09999999999999999,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:58.429839,,,,No confident match found,,,NO
sao10k/l3.1-euryale-70b,Sao10K: Llama 3.1 Euryale 70B v2.2,YES,Euryale L3.1 70B v2.2 is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k). It is the successor of [Euryale L3 70B v2.1](/models/sao10k/l3-euryale-70b).,131072,1.4,1.5999999999999999,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:56.929873,,,,No confident match found,,,NO
sao10k/l3.3-euryale-70b,Sao10K: Llama 3.3 Euryale 70B,YES,Euryale L3.3 70B is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k). It is the successor of [Euryale L3 70B v2.2](/models/sao10k/l3-euryale-70b).,131072,1.4,1.5999999999999999,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:40.529920,,,,No confident match found,,,NO
scb10x/llama3.1-typhoon2-70b-instruct,Typhoon2 70B Instruct,YES,"Llama3.1-Typhoon2-70B-Instruct is a Thai-English instruction-tuned language model with 70 billion parameters, built on Llama 3.1. It demonstrates strong performance across general instruction-following, math, coding, and tool-use tasks, with state-of-the-art results in Thai-specific benchmarks such as IFEval, MT-Bench, and Thai-English code-switching.

The model excels in bilingual reasoning and function-calling scenarios, offering high accuracy across diverse domains. Comparative evaluations show consistent improvements over prior Thai LLMs and other Llama-based baselines. Full results and methodology are available in the [technical report.](https://arxiv.org/abs/2412.13702)",8192,1.76,1.76,NO,$$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:18.930112,,,,No confident match found,,,NO
scb10x/llama3.1-typhoon2-8b-instruct,Typhoon2 8B Instruct,YES,"Llama3.1-Typhoon2-8B-Instruct is a Thai-English instruction-tuned model with 8 billion parameters, built on Llama 3.1. It significantly improves over its base model in Thai reasoning, instruction-following, and function-calling tasks, while maintaining competitive English performance. The model is optimized for bilingual interaction and performs well on Thai-English code-switching, MT-Bench, IFEval, and tool-use benchmarks.

Despite its smaller size, it demonstrates strong generalization across math, coding, and multilingual benchmarks, outperforming comparable 8B models across most Thai-specific tasks. Full benchmark results and methodology are available in the [technical report.](https://arxiv.org/abs/2412.13702)",8192,0.36,0.36,NO,$,NO,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:18.630215,,,,No confident match found,,,NO
shisa-ai/shisa-v2-llama3.3-70b:free,Shisa AI: Shisa V2 Llama 3.3 70B  (free),YES,"Shisa V2 Llama 3.3 70B is a bilingual Japanese-English chat model fine-tuned by Shisa.AI on Meta’s Llama-3.3-70B-Instruct base. It prioritizes Japanese language performance while retaining strong English capabilities. The model was optimized entirely through post-training, using a refined mix of supervised fine-tuning (SFT) and DPO datasets including regenerated ShareGPT-style data, translation tasks, roleplaying conversations, and instruction-following prompts. Unlike earlier Shisa releases, this version avoids tokenizer modifications or extended pretraining.

Shisa V2 70B achieves leading Japanese task performance across a wide range of custom and public benchmarks, including JA MT Bench, ELYZA 100, and Rakuda. It supports a 128K token context length and integrates smoothly with inference frameworks like vLLM and SGLang. While it inherits safety characteristics from its base model, no additional alignment was applied. The model is intended for high-performance bilingual chat, instruction following, and translation tasks across JA/EN.",32768,,,NO,,YES,NO,NO,1300,2025-05-07 21:34:51.563806,2025-05-24 16:59:13.130106,,,,No confident match found,,,NO
sophosympatheia/midnight-rose-70b,Midnight Rose 70B,YES,"A merge with a complex family tree, this model was crafted for roleplaying and storytelling. Midnight Rose is a successor to Rogue Rose and Aurora Nights and improves upon them both. It wants to produce lengthy output by default and is the best creative writing merge produced so far by sophosympatheia.

Descending from earlier versions of Midnight Rose and [Wizard Tulu Dolphin 70B](https://huggingface.co/sophosympatheia/Wizard-Tulu-Dolphin-70B-v1.0), it inherits the best qualities of each.",4096,1.5999999999999999,1.5999999999999999,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 17:00:14.129846,Athene-70B,1247,70.46%,Exact variant match; Same model family,70,NexusFlow,YES
thedrummer/anubis-pro-105b-v1,TheDrummer: Anubis Pro 105B V1,YES,"Anubis Pro 105B v1 is an expanded and refined variant of Meta’s Llama 3.3 70B, featuring 50% additional layers and further fine-tuning to leverage its increased capacity. Designed for advanced narrative, roleplay, and instructional tasks, it demonstrates enhanced emotional intelligence, creativity, nuanced character portrayal, and superior prompt adherence compared to smaller models. Its larger parameter count allows for deeper contextual understanding and extended reasoning capabilities, optimized for engaging, intelligent, and coherent interactions.",131072,1.5999999999999999,2.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:25.029833,,,,No confident match found,,,NO
thedrummer/rocinante-12b,Rocinante 12B,YES,"Rocinante 12B is designed for engaging storytelling and rich prose.

Early testers have reported:
- Expanded vocabulary with unique and expressive word choices
- Enhanced creativity for vivid narratives
- Adventure-filled and captivating stories",32768,0.5,1.0,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:51.429851,,,,No confident match found,,,NO
thedrummer/skyfall-36b-v2,TheDrummer: Skyfall 36B V2,YES,"Skyfall 36B v2 is an enhanced iteration of Mistral Small 2501, specifically fine-tuned for improved creativity, nuanced writing, role-playing, and coherent storytelling.",32768,1.0,1.5999999999999999,NO,$$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:25.229805,,,,No confident match found,,,NO
thedrummer/unslopnemo-12b,Unslopnemo 12B,YES,"UnslopNemo v4.1 is the latest addition from the creator of Rocinante, designed for adventure writing and role-play scenarios.",32000,0.8999999999999999,0.8999999999999999,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:46.529795,,,,No confident match found,,,NO
thedrummer/valkyrie-49b-v1,TheDrummer: Valkyrie 49B V1,YES,"Built on top of NVIDIA's Llama 3.3 Nemotron Super 49B, Valkyrie is TheDrummer's newest model drop for creative writing.",131072,1.0,1.5999999999999999,NO,$$,NO,YES,NO,,2025-05-23 20:05:48.534306,2025-05-24 16:58:59.130646,,,,No confident match found,,,NO
thudm/glm-4-32b,THUDM: GLM 4 32B,YES,"GLM-4-32B-0414 is a 32B bilingual (Chinese-English) open-weight language model optimized for code generation, function calling, and agent-style tasks. Pretrained on 15T of high-quality and reasoning-heavy data, it was further refined using human preference alignment, rejection sampling, and reinforcement learning. The model excels in complex reasoning, artifact generation, and structured output tasks, achieving performance comparable to GPT-4o and DeepSeek-V3-0324 across several benchmarks.",32000,0.48,0.48,NO,$,NO,NO,NO,,2025-05-07 21:34:51.563806,2025-05-24 16:59:11.529838,,,,No confident match found,,,NO
